date,open,high,low,close,volume
2025-03-25,12971.065937491052,13010.677573912602,12886.801200464492,12998.514631471824,8989
2025-03-26,13183.763439272978,13295.734144235012,13179.025961987485,13198.119915447654,2697
2025-03-27,12945.752016252725,13068.186687576586,12845.009785577966,12940.981925296017,4471
2025-03-28,13225.151910420014,13271.97860851243,13149.941114608015,13233.904175271597,6038
2025-03-31,12784.812355251566,12788.655476986492,12728.339123195265,12777.472765289429,5849
2025-04-01,12781.150713280473,12851.097069183406,12715.40400761964,12750.815804943544,5301
2025-04-02,12627.464607909518,12661.093802484678,12490.473085406433,12626.929187022624,9592
2025-04-03,12362.713437769342,12415.532089431945,12172.483916276311,12364.330931637032,7465
2025-04-04,12533.18816656943,12661.40120500103,12412.904946699915,12514.01379659617,3134
2025-04-07,12469.18886701409,12569.185331822466,12326.566181147093,12470.726135535415,8100
2025-04-08,12705.989170618315,12740.529826522448,12668.291118810579,12730.250409340155,8657
2025-04-09,12335.740571921788,12532.28527306497,12098.802115265604,12360.819762088726,9581
2025-04-10,12546.28984765507,12609.126219671583,12490.172335966201,12574.337258061065,5950
2025-04-11,12751.31901366612,12761.879972345665,12679.189574386088,12702.728519296737,4396
2025-04-14,12736.302334934615,12875.961838373645,12576.644219463456,12737.455410997924,9365
2025-04-15,12397.859555370807,12484.894206248593,12010.896097841225,12383.571150295307,1633
2025-04-16,12341.527391045773,12385.48000447463,12305.146415263847,12323.835152928634,3738
2025-04-17,11928.39805845104,12002.468034574247,11773.53901978267,11950.841715236525,5482
2025-04-18,11479.989028233962,11596.839557852483,11437.934190717919,11465.57048156486,7493
2025-04-21,12231.492240025893,12280.552595648185,12152.849341585506,12245.317042113462,1216
2025-04-22,12435.763204410285,12575.87907672383,12319.897489107017,12487.907899010139,8905
2025-04-23,12940.765853513962,13006.258237883918,12898.536155214562,12946.334075209128,5737
2025-04-24,12810.69061822622,12865.82575695825,12611.8258333244,12838.293683069185,6342
2025-04-25,13012.106397391324,13098.117454529805,12950.780353824439,13020.90780578692,5637
2025-04-28,13215.506483409064,13256.68652805501,13101.56228510355,13206.441245843907,8802
2025-04-29,13429.982277633744,13431.329891782252,13292.934486622242,13368.951952094018,9365
2025-04-30,13359.345003396804,13436.633360220721,13139.778448944737,13372.604712520806,4013
2025-05-01,13309.995032905961,13325.05333018748,13250.512096699895,13314.361153637046,6079
2025-05-02,12786.551591259426,12951.782455550705,12701.641794809364,12777.055117584745,5387
2025-05-05,12941.340129898419,13113.900475264536,12760.082800297238,12936.514253294728,6355
2025-05-06,13045.025906120565,13110.470907589855,12842.468244568874,13049.1606429145,8520
2025-05-07,13317.95786392234,13405.61910188112,13107.524870670119,13346.865293767438,3022
2025-05-08,13251.113973878926,13574.262839010249,13228.019444730517,13276.515280548736,5913
2025-05-09,13744.876397996262,13866.63149217339,13666.388546634515,13749.919228587121,6073
2025-05-12,13598.515386455754,13716.44636508982,13522.227905422696,13630.132028703856,5989
2025-05-13,13277.328878061435,13566.81296621433,13254.074868356704,13294.818700312555,7359
2025-05-14,13515.4250172384,13616.33825449809,13428.068023800648,13549.337611158599,9961
2025-05-15,13455.893341532152,13456.15612335001,13329.453057996097,13425.699403787416,8559
2025-05-16,13056.370223140266,13256.894306932778,13010.897417487115,13095.600446391523,1730
2025-05-19,13180.910654394218,13296.33442989133,13062.553470756486,13130.96003012269,8144
2025-05-20,13318.331646641911,13335.245883397765,13111.703024844595,13333.809079887165,6825
2025-05-21,13372.757005551679,13458.700321304388,13268.668028112164,13401.030920693052,7030
2025-05-22,13505.70021801402,13801.747022974141,13489.130978460596,13537.723898957054,1308
2025-05-23,14723.012560798514,14862.751872069575,14577.06582622501,14700.095698010553,7493
2025-05-26,14977.17704930621,14984.801479101889,14885.588549983058,14946.488979397425,4508
2025-05-27,15388.382684507344,15455.552227286873,15341.283597084042,15414.546287220057,4722
2025-05-28,14827.114594609435,14972.261763990196,14734.441173348976,14817.2895566784,7882
2025-05-29,14924.386532568657,14986.151394878547,14897.56194826036,14928.85298719233,4139
2025-05-30,15157.45400416563,15350.098369567992,15096.25602268003,15164.80713405055,5440
2025-06-02,15062.228557841172,15138.628188246394,14837.809959003793,15057.675201926428,5951
2025-06-03,14821.772599704504,15116.701462164732,14485.270515868131,14799.127877536575,8501
2025-06-04,14862.749189509468,15076.360190453723,14809.019382632907,14919.941218873299,8452
2025-06-05,14763.260148505331,14878.666481929926,14441.16549766391,14829.320062328368,5697
2025-06-06,14663.251839557402,14792.927626731182,14614.289874149576,14657.192852184366,5463
2025-06-09,14998.938669583942,15023.39962537272,14761.215094646805,15001.065111245096,4078
2025-06-10,15431.349350625478,15657.060356020309,15387.600408436685,15410.244713242808,6563
2025-06-11,15453.943187890145,15602.553922114024,15216.04311754966,15506.900464081,5183
2025-06-12,15339.412098415953,15419.127206673951,15201.374401858146,15369.73873440244,9882
2025-06-13,15579.723462965181,15727.177267147948,15416.80151094005,15531.775742426697,5452
2025-06-16,15753.351893583993,15878.476820539714,15722.915792272557,15794.742665237143,6276
2025-06-17,16010.042557764733,16211.642136814768,15966.097381512782,15998.413823605362,3875
2025-06-18,15518.475540281413,15803.929020926325,15314.980826329567,15543.185239576767,8630
2025-06-19,15429.033667263904,15647.102169748292,15120.441160496217,15441.550163703403,7647
2025-06-20,15513.107102569675,15719.75662950419,15404.800083035998,15555.971829710701,4662
2025-06-23,15791.286523519704,15933.2478982199,15555.957264362445,15753.916699443207,9258
2025-06-24,16001.616410174274,16217.157771267743,15853.344153101596,16062.7777218568,5696
2025-06-25,16272.440387910277,16493.64819862909,16174.755236887271,16311.527387099293,6964
2025-06-26,15919.804499019312,16038.963419182466,15789.604283702249,15948.833469780824,9289
2025-06-27,15764.923126073096,15854.014133087629,15694.986949438446,15727.916778799912,6820
2025-06-30,15360.61753739408,15499.379351786021,15180.505590651794,15351.430913547463,4835
2025-07-01,15940.385125650757,15941.603339462406,15800.435233968765,15918.75894471871,7199
2025-07-02,15978.931859952283,16395.554368994166,15882.345873426912,15979.496277492613,9807
2025-07-03,16168.124390831272,16319.444478150468,16141.77869034131,16160.495314373758,8470
2025-07-04,16517.457774421524,16525.859655595414,16436.349599206656,16501.153450988335,6817
2025-07-07,16446.916602562233,16666.38627801681,16373.659308578151,16396.21041527806,4142
2025-07-08,16034.197260555025,16083.583026100936,15854.589769905024,16026.28484306235,5605
2025-07-09,15846.645743602703,16104.54214203001,15758.108518092327,15893.333230039283,5343
2025-07-10,15885.843329572781,16234.214584234589,15581.644031791437,15849.481451053258,2329
2025-07-11,16339.028262111562,16436.975118438135,16273.995152480653,16335.906242232008,1751
2025-07-14,16589.005424448835,16721.64011804945,16585.60382916278,16625.829599558856,1833
2025-07-15,16265.772282963462,16303.064247583656,16085.142092114285,16271.50916608997,9573
2025-07-16,16459.991145495544,16656.260146461158,16458.55573715607,16492.407158675454,2132
2025-07-17,16809.807187826485,17091.802694039252,16586.68119236024,16739.945278482748,6598
2025-07-18,16380.326257846607,16619.81687723033,16352.963137662644,16391.62414120657,9711
2025-07-21,16293.853457791573,16537.471718014436,16042.718268863962,16359.358923327549,8885
2025-07-22,15777.71261708129,15836.766974291164,15686.49654465423,15768.149725201409,4660
2025-07-23,15849.54348967704,15947.562672879823,15734.584317354112,15875.893498981253,6330
2025-07-24,15819.797864522687,15989.759668304876,15653.081263777052,15779.12655338468,2403
2025-07-25,15366.007043954545,15672.72956664685,15097.402649110334,15361.8616313937,4669
2025-07-28,15097.9799574133,15204.22030604135,14916.768136064768,15151.87823811648,7531
2025-07-29,15212.560563177094,15286.105019143886,15167.456783883299,15227.812480965904,8984
2025-07-30,15030.565695104131,15231.048864285458,14870.57989443496,15063.348408775919,9251
2025-07-31,15133.914381017106,15195.993073335874,15084.238140522315,15156.887844261702,8497
2025-08-01,15308.68059110243,15458.464265550307,15169.238446693766,15328.41577006135,2384
2025-08-04,15015.36220945045,15280.73039434154,14717.73320520192,15075.930802516375,4745
2025-08-05,14990.947529059005,15021.355277588014,14900.974681740501,14985.065504411206,4464
2025-08-06,15617.534742175356,15749.941955042526,15459.629791811602,15644.94143700289,7432
2025-08-07,15657.983709750706,15734.6420668811,15551.963397092266,15686.01805011747,4529
2025-08-08,15448.869754116775,15611.597644601457,15402.807476168718,15425.672555068291,6847
2025-08-11,15506.031935929988,15527.994904917985,15358.126596821126,15447.426493140505,5333
2025-08-12,15023.440650901537,15229.509001119257,14989.834673700745,15042.366328974,6762
2025-08-13,15445.893620537436,15680.419841203528,15333.698080461636,15390.1172032478,7102
2025-08-14,15443.84665148812,15733.873942878814,15219.222107760996,15507.62223613704,3833
2025-08-15,15869.080054506798,15907.621970180307,15756.157488438095,15851.240913049565,5734
2025-08-18,16124.285579574402,16462.746867243444,15857.127252220658,16143.078407326791,3474
2025-08-19,16270.42899793687,16512.801285414716,16220.586767132145,16272.83747470241,7243
2025-08-20,16564.014677816358,16768.854726255227,16463.313181281133,16596.759964533903,5932
2025-08-21,16643.9837274176,16693.275325601113,16556.978658483014,16663.804406213523,5624
2025-08-22,16437.49431639138,16888.594144080966,16352.362497922832,16447.85027249723,3198
2025-08-25,16106.619950697937,16152.525431529952,16059.650871884236,16117.803789534131,9233
2025-08-26,15990.319991672179,16061.389731838413,15835.423544888688,15977.17258353435,5383
2025-08-27,15270.056486661857,15334.774186752295,14953.63461841353,15199.337286728025,2095
2025-08-28,15747.83358267949,15797.623911419403,15619.93694548918,15767.828865095391,1232
2025-08-29,15234.78805532417,15309.464156111959,15134.802317540014,15239.494314811183,8774
2025-09-01,15165.951237815056,15357.957480621208,15135.055393531271,15219.196778871647,4368
2025-09-02,14751.641041123503,14928.682049940247,14736.80127232575,14826.353387193545,9491
2025-09-03,14280.183701896387,14406.662075552733,14184.431085379147,14240.561832762223,8727
2025-09-04,14182.193782541697,14276.93995814184,14099.503980302874,14220.000396420486,9257
2025-09-05,14115.363509507277,14236.763537690413,14043.159568094054,14136.443672932923,3345
2025-09-08,14094.774963603948,14193.477584137174,14051.491809066569,14094.175655300356,3911
2025-09-09,14278.583347754551,14363.254317986833,14138.600671123826,14252.617430055145,1490
2025-09-10,14089.127672646353,14221.432663959755,14028.100408482345,14080.249340959263,6885
2025-09-11,14243.126179833867,14484.980801866264,14141.700055574078,14190.1625841368,4116
2025-09-12,14334.208965486592,14344.102355474943,14243.76537219775,14339.442793944576,4637
2025-09-15,14194.489998122488,14359.726318282459,14184.609595244707,14246.58309477301,5290
2025-09-16,14172.799190584314,14319.851181248792,14046.9956779855,14168.861501958774,3695
2025-09-17,14328.55016430482,14331.443576951497,14128.684475188082,14325.127886535029,3029
2025-09-18,14320.915168996937,14516.136783251113,14276.274590172778,14344.408418156485,3368
2025-09-19,14383.424666987483,14423.482549418673,14276.836101099103,14393.000020879272,9826
2025-09-22,13712.124766654339,13970.980746412573,13466.042509928484,13728.224898115006,4102
2025-09-23,13794.7399054618,13847.640689046446,13646.036798507223,13747.05093638873,8370
2025-09-24,13836.762332617187,14156.330418134092,13659.01998078425,13853.7401343108,2488
2025-09-25,13780.504446515915,14028.541028032694,13690.30059030952,13819.016442805985,7172
2025-09-26,13922.726792625257,14150.207946734441,13781.321822226988,13914.95017902394,7358
2025-09-29,14405.357889026143,14543.33692123639,14371.901656795226,14458.049709548968,9094
2025-09-30,14498.022950358694,14760.313205505643,14435.412077758878,14485.651698040432,3625
2025-10-01,14694.583425163424,14723.243433430822,14526.142237374905,14682.63212236638,5684
2025-10-02,14413.645371605993,14630.6806937356,14375.509939789392,14438.025659691386,3770
2025-10-03,14180.93268358071,14293.781195836034,14038.422230091604,14196.828023315169,1404
2025-10-06,14047.115836210642,14127.815933329462,13941.44357467315,14064.00728292108,3792
2025-10-07,13827.376326754342,13880.081393119937,13714.38834161266,13782.861179456617,3543
2025-10-08,13794.410152011022,13850.684222366193,13637.76100163684,13783.52245884443,4562
2025-10-09,13498.609914748882,13532.055344493232,13489.102319483418,13531.187967414406,9296
2025-10-10,13452.961147727136,13641.734860455143,13296.297809835703,13486.609494808497,8978
2025-10-13,13105.071998752153,13196.96944901925,12990.258562042322,13107.104812395533,6434
2025-10-14,12683.269332831731,12747.630565672325,12640.83165920183,12683.607725178303,6916
2025-10-15,12496.634465831956,12634.728725457304,12359.90047202647,12515.866928932586,3044
2025-10-16,12261.179703427608,12290.155739081927,12199.49608025113,12254.042115779417,1176
2025-10-17,12092.70633348301,12287.169851471823,12050.107852751098,12097.480748174927,5307
2025-10-20,11978.41975179726,12213.480625115744,11786.895297551217,11952.677756198951,4274
2025-10-21,11881.76084350596,12048.121753646124,11846.931838230339,11871.37552126743,4295
2025-10-22,12122.378784322596,12184.656020864688,12069.46803643446,12124.638765248388,1104
2025-10-23,12467.075263444965,12595.13320518511,12346.094688398596,12463.6943264234,3251
2025-10-24,12626.023632399654,12691.856349142214,12560.481242085365,12648.353258398805,9198
2025-10-27,12582.481193391357,12602.865235074512,12488.420828412682,12560.255966303617,8544
2025-10-28,12954.49317763015,12972.504136829364,12713.161440844637,12944.572341832205,1012
2025-10-29,12546.22743619722,12698.641022329099,12443.301820163471,12556.69957670256,9002
2025-10-30,12063.961748251158,12170.874884515044,11858.852662937752,12061.120231552237,7188
2025-10-31,12115.341954846937,12258.848270431321,12024.594873769178,12128.360180305057,1990
2025-11-03,12190.59113370151,12284.788287298757,11825.250344976015,12130.250788389932,4426
2025-11-04,12088.002482410022,12227.453660172125,12037.820110798313,12098.924449001643,8607
2025-11-05,12121.794173107592,12204.540400960006,12018.151225816226,12109.228762405648,3955
2025-11-06,11729.244997734948,11797.581201387295,11682.666050565731,11720.701824936921,4543
2025-11-07,11436.668266417977,11528.44651145003,11314.923714524833,11454.958369328922,3357
2025-11-10,11743.673743349647,11830.568928062383,11713.49761331541,11743.540858206086,4549
2025-11-11,11982.233340531544,11991.113443140694,11884.718832398916,11989.929309451263,6133
2025-11-12,11826.329760022714,11922.529108674305,11787.062405063269,11820.431044604056,2883
2025-11-13,12295.15280083045,12419.907128127132,12199.361372059184,12288.853328368607,5406
2025-11-14,12049.35057622533,12199.519431318595,11759.470787801227,12030.880165466078,7085
2025-11-17,11915.187829850069,11939.75340261347,11879.827344518999,11896.557343110368,9200
2025-11-18,11958.989357091144,11975.83896440903,11929.55974787767,11968.73341527219,9211
2025-11-19,11676.139121276325,11716.96994307233,11485.186790928561,11688.409418687843,8119
2025-11-20,11563.560045712746,11748.76463510012,11502.46363082927,11577.216731628943,6414
2025-11-21,11519.61364354434,11578.643330968016,11367.443427768967,11539.520033039296,6978
2025-11-24,11411.012586030607,11451.709420360821,11380.429727616243,11450.927608946758,6955
